Country,SiteID,SiteName,RS_Paper,RS_Norm,Rh,Ra_root,HC,RC,Measure_Year,Measure_Month,Latitude,Longitude,Avg_TS,Avg_SWC,StudyNumber,Pm,Tm,MAP,MAT,P_Annual,T_Annual,P_LastMonth,T_LastMonth,MAP_Month,MAT_Month,P_anomaly,T_anomaly,Climate_Koeppon,TopClimateType,IGBP,LAI,AGB,GSOC
Argentina,AR-PES,Pergamino Experimental Station-INTA,95.677,0.956,0.856,0.1,0.895,0.104,1992,7,-33.75,-60.75,8.847,25.148,1017,22.3,7.4,978.526,16.625,769.2,16.47,42.9,12.3,34.56,9.63,-12.26,-2.23,Cfa,C,CRO,0.3,12.795,5
Argentina,AR-PES,Pergamino Experimental Station-INTA,121.093,1.21,1.066,0.144,0.881,0.118,1992,8,-33.75,-60.75,12.833,24.143,1017,63.7,11.4,978.526,16.625,769.2,16.47,22.3,7.4,42.36,11.04,21.34,0.36,Cfa,C,CRO,0.4,12.795,5
Argentina,AR-PES,Pergamino Experimental Station-INTA,212.148,2.121,1.791,0.329,0.844,0.155,1992,9,-33.75,-60.75,14.667,25.709,1017,52.1,13.7,978.526,16.625,769.2,16.47,63.7,11.4,62.83,13.78,-10.73,-0.08,Cfa,C,CRO,0.5,12.795,5
Argentina,AR-PES,Pergamino Experimental Station-INTA,394.006,3.94,2.709,1.23,0.687,0.312,1992,10,-33.75,-60.75,18.037,22.944,1017,80,16.5,978.526,16.625,769.2,16.47,52.1,13.7,97.21,16.56,-17.21,-0.06,Cfa,C,CRO,0.6,12.795,5
Argentina,AR-PES,Pergamino Experimental Station-INTA,349.222,3.492,2.033,1.458,0.582,0.417,1992,11,-33.75,-60.75,22.227,25.054,1017,97.1,17.7,978.526,16.625,769.2,16.47,80,16.5,101.98,19.81,-4.88,-2.11,Cfa,C,CRO,0.699,12.795,5
Argentina,AR-PES,Pergamino Experimental Station-INTA,304.205,3.042,1.478,1.563,0.486,0.513,1992,12,-33.75,-60.75,21.809,26.617,1017,108.9,21.8,978.526,16.625,769.2,16.47,97.1,17.7,113.73,22.37,-4.83,-0.57,Cfa,C,CRO,0.9,12.795,5
Argentina,AR-PES,Pergamino Experimental Station-INTA,522.325,5.223,5.013,0.21,0.959,0.04,1993,1,-33.75,-60.75,28.558,18.717,1017,138.2,24.1,978.526,16.625,1109.4,16.58,108.9,21.8,106.25,23.71,31.95,0.39,Cfa,C,CRO,1.899,12.795,5
Argentina,AR-PES,Pergamino Experimental Station-INTA,343.44,3.434,3.303,0.131,0.961,0.038,1993,2,-33.75,-60.75,25.171,19.21,1017,17.6,22,978.526,16.625,1109.4,16.58,138.2,24.1,101.98,22.67,-84.38,-0.67,Cfa,C,CRO,2.6,12.795,5
Argentina,AR-PES,Pergamino Experimental Station-INTA,402.873,4.028,3.355,0.673,0.832,0.167,1993,3,-33.75,-60.75,24.138,25.23,1017,65.8,21.8,978.526,16.625,1109.4,16.58,17.6,22,127.47,20.21,-61.67,1.59,Cfa,C,CRO,1.2,12.795,5
Argentina,AR-PES,Pergamino Experimental Station-INTA,246.539,2.465,1.485,0.98,0.602,0.397,1993,4,-33.75,-60.75,16.143,25.717,1017,185.1,17.6,978.526,16.625,1109.4,16.58,65.8,21.8,96.62,16.69,88.48,0.91,Cfa,C,CRO,0.3,12.795,5
Argentina,AR-PES,Pergamino Experimental Station-INTA,144.889,1.448,0.874,0.574,0.603,0.396,1993,5,-33.75,-60.75,15.93,25.789,1017,132.9,13.2,978.526,16.625,1109.4,16.58,185.1,17.6,61.98,13.06,70.92,0.14,Cfa,C,CRO,0.3,12.795,5
Argentina,AR-PES,Pergamino Experimental Station-INTA,115.748,1.157,0.981,0.176,0.847,0.152,1993,6,-33.75,-60.75,9.573,28.71,1017,84.7,10.3,978.526,16.625,1109.4,16.58,132.9,13.2,31.57,9.97,53.13,0.33,Cfa,C,CRO,0.3,12.795,5
Australia,AU-BSF,Bago State Forest,2.248,2.248,2.092,0.155,0.931,0.068,2001,9,-35.75,148.25,,,4920,86.9,8.4,1206.019,9.839,1049.7,9.83,158.1,3.5,119.69,6.44,-32.79,1.96,Cfb,C,EBF,1.3,38.432,5
Australia,AU-BSF,Bago State Forest,2.273,2.273,2.081,0.191,0.915,0.084,2001,10,-35.75,148.25,,,4920,135.9,7.3,1206.019,9.839,1049.7,9.83,86.9,8.4,117.36,9.53,18.54,-2.23,Cfb,C,EBF,1.2,38.432,5
Australia,AU-BSF,Bago State Forest,2.891,2.891,2.545,0.345,0.88,0.119,2001,11,-35.75,148.25,,,4920,72.1,10.9,1206.019,9.839,1049.7,9.83,135.9,7.3,98.98,12.35,-26.88,-1.45,Cfb,C,EBF,1.7,38.432,5
Australia,AU-BSF,Bago State Forest,3.255,3.255,2.343,0.911,0.72,0.28,2001,12,-35.75,148.25,,,4920,31.4,13.6,1206.019,9.839,1049.7,9.83,72.1,10.9,88.36,14.91,-56.96,-1.31,Cfb,C,EBF,2,38.432,5
Australia,AU-BSF,Bago State Forest,3.375,3.375,2.671,0.703,0.7925,0.2065,2002,1,-35.75,148.25,,,4920,50.2,15.6,1206.019,9.839,887.2,10.08,31.4,13.6,74.5,17.02,-24.3,-1.42,Cfb,C,EBF,1.8,38.432,5
Australia,AU-BSF,Bago State Forest,4.152,4.152,2.989,1.162,0.72,0.28,2002,2,-35.75,148.25,,,4920,137.2,14.6,1206.019,9.839,887.2,10.08,50.2,15.6,61.57,16.99,75.63,-2.39,Cfb,C,EBF,1.7,38.432,5
Australia,AU-BSF,Bago State Forest,3.605,3.605,2.126,1.478,0.59,0.41,2002,3,-35.75,148.25,,,4920,55.8,14.4,1206.019,9.839,887.2,10.08,137.2,14.6,71.14,14.17,-15.34,0.23,Cfb,C,EBF,1.6,38.432,5
Australia,AU-BSF,Bago State Forest,4.018,4.018,2.345,1.672,0.583,0.416,2002,4,-35.75,148.25,,,4920,32,11.5,1206.019,9.839,887.2,10.08,55.8,14.4,78.61,10,-46.61,1.5,Cfb,C,EBF,1.3,38.432,5
Australia,AU-BSF,Bago State Forest,2.685,2.685,1.309,1.375,0.487,0.512,2002,5,-35.75,148.25,,,4920,83.3,6.4,1206.019,9.839,887.2,10.08,32,11.5,106.15,6.47,-22.85,-0.07,Cfb,C,EBF,1,38.432,5
Australia,AU-BSF,Bago State Forest,1.776,1.776,1.672,0.103,0.941,0.058,2002,6,-35.75,148.25,,,4920,145.4,3.8,1206.019,9.839,887.2,10.08,83.3,6.4,121.66,3.69,23.74,0.11,Cfb,C,EBF,1.1,38.432,5
Australia,AU-BSF,Bago State Forest,1.097,1.097,0.789,0.307,0.72,0.28,2002,7,-35.75,148.25,,,4920,116,3.1,1206.019,9.839,887.2,10.08,145.4,3.8,131.23,2.71,-15.23,0.39,Cfb,C,EBF,0.8,38.432,5
Australia,AU-BSF,Bago State Forest,1.448,1.448,1.303,0.144,0.9,0.099,2002,8,-35.75,148.25,,,4920,67.1,4.2,1206.019,9.839,887.2,10.08,116,3.1,136.77,3.78,-69.67,0.42,Cfb,C,EBF,0.6,38.432,5
Australia,AU-BSF,Bago State Forest,1.593,1.593,1.146,0.446,0.72,0.28,2002,9,-35.75,148.25,,,4920,108.2,6.8,1206.019,9.839,887.2,10.08,67.1,4.2,119.69,6.44,-11.49,0.36,Cfb,C,EBF,1.3,38.432,5
Australia,AU-BSF,Bago State Forest,2.915,2.915,2.396,0.519,0.821,0.178,2002,10,-35.75,148.25,,,4920,24.5,9.6,1206.019,9.839,887.2,10.08,108.2,6.8,117.36,9.53,-92.86,0.07,Cfb,C,EBF,1.2,38.432,5
Australia,AU-BSF,Bago State Forest,2.964,2.964,2.267,0.697,0.764,0.235,2002,11,-35.75,148.25,,,4920,31.2,14.9,1206.019,9.839,887.2,10.08,24.5,9.6,98.98,12.35,-67.78,2.55,Cfb,C,EBF,1.7,38.432,5
Australia,AU-BSF,Bago State Forest,3.509,3.509,2.072,1.437,0.59,0.409,2002,12,-35.75,148.25,,,4920,36.3,16.1,1206.019,9.839,887.2,10.08,31.2,14.9,88.36,14.91,-52.06,1.19,Cfb,C,EBF,2,38.432,5
Australia,AU-BSF,Bago State Forest,3.145,3.145,2.343,0.802,0.744,0.255,2003,1,-35.75,148.25,,,4920,14.5,18.6,1206.019,9.839,1031.2,10.06,36.3,16.1,74.5,17.02,-60,1.58,Cfb,C,EBF,1.8,38.432,5
Australia,AU-BSF,Bago State Forest,3.194,3.194,1.907,1.287,0.597,0.402,2003,2,-35.75,148.25,,,4920,56,18.8,1206.019,9.839,1031.2,10.06,14.5,18.6,61.57,16.99,-5.57,1.81,Cfb,C,EBF,1.7,38.432,5
Australia,AU-BSF,Bago State Forest,3.242,3.242,1.462,1.78,0.45,0.549,2003,3,-35.75,148.25,,,4920,36.6,13.3,1206.019,9.839,1031.2,10.06,56,18.8,71.14,14.17,-34.54,-0.87,Cfb,C,EBF,1.6,38.432,5
Australia,AU-BSF,Bago State Forest,2.491,2.491,1.454,1.037,0.583,0.416,2003,4,-35.75,148.25,,,4920,27.4,10,1206.019,9.839,1031.2,10.06,36.6,13.3,78.61,10,-51.21,0,Cfb,C,EBF,1.3,38.432,5
Australia,AU-BSF,Bago State Forest,2.212,2.212,1.079,1.133,0.487,0.512,2003,5,-35.75,148.25,,,4920,42.8,7.6,1206.019,9.839,1031.2,10.06,27.4,10,106.15,6.47,-63.35,1.13,Cfb,C,EBF,1,38.432,5
Australia,AU-BSF,Bago State Forest,1.303,1.303,1.227,0.075,0.941,0.058,2003,6,-35.75,148.25,,,4920,135.7,4.2,1206.019,9.839,1031.2,10.06,42.8,7.6,121.66,3.69,14.04,0.51,Cfb,C,EBF,1.1,38.432,5
Australia,AU-BSF,Bago State Forest,1.218,1.218,1.019,0.199,0.836,0.163,2003,7,-35.75,148.25,,,4920,117,3.1,1206.019,9.839,1031.2,10.06,135.7,4.2,131.23,2.71,-14.23,0.39,Cfb,C,EBF,0.8,38.432,5
Australia,AU-BSF,Bago State Forest,1.121,1.121,1.009,0.112,0.9,0.099,2003,8,-35.75,148.25,,,4920,196.5,3.3,1206.019,9.839,1031.2,10.06,117,3.1,136.77,3.78,59.73,-0.48,Cfb,C,EBF,0.6,38.432,5
Australia,AU-BSF,Bago State Forest,1.363,1.363,1.269,0.094,0.931,0.068,2003,9,-35.75,148.25,,,4920,111.8,5.2,1206.019,9.839,1031.2,10.06,196.5,3.3,119.69,6.44,-7.89,-1.24,Cfb,C,EBF,1.3,38.432,5
Australia,AU-BSF,Bago State Forest,1.776,1.776,1.626,0.15,0.915,0.084,2003,10,-35.75,148.25,,,4920,115,6.9,1206.019,9.839,1031.2,10.06,111.8,5.2,117.36,9.53,-2.36,-2.63,Cfb,C,EBF,1.2,38.432,5
Australia,AU-BSF,Bago State Forest,2.721,2.721,2.396,0.325,0.88,0.119,2003,11,-35.75,148.25,,,4920,91,12.7,1206.019,9.839,1031.2,10.06,115,6.9,98.98,12.35,-7.98,0.35,Cfb,C,EBF,1.7,38.432,5
Australia,AU-BSF,Bago State Forest,3.77,3.77,2.714,1.055,0.72,0.28,2003,12,-35.75,148.25,,,4920,86.9,17,1206.019,9.839,1031.2,10.06,91,12.7,88.36,14.91,-1.46,2.09,Cfb,C,EBF,2,38.432,5
Australia,AU-LRS,Lansdown Research Station,0.42,0.42,0.3185,0.1015,0.744,0.255,1985,1,-18.75,146.25,,,596,41.7,28.9,1955.3,24.488,1424.6,24.7,67.4,29,354.7,27.69,-313,1.21,Aw,A,WSA,1.7,132.226,4
Australia,AU-LRS,Lansdown Research Station,0.3585,0.3585,0.2295,0.129,0.6405,0.3585,1985,2,-18.75,146.25,,,596,362.9,28,1955.3,24.488,1424.6,24.7,41.7,28.9,463.36,27.58,-100.46,0.42,Aw,A,WSA,2.4,132.226,4
Australia,AU-LRS,Lansdown Research Station,0.55,0.55,0.4025,0.1475,0.7185,0.2805,1985,3,-18.75,146.25,,,596,346.7,26.9,1955.3,24.488,1424.6,24.7,362.9,28,355.04,26.86,-8.34,0.04,Aw,A,WSA,2.1,132.226,4
Australia,AU-LRS,Lansdown Research Station,1.38,1.38,1.0665,0.3135,0.7915,0.2075,1985,4,-18.75,146.25,,,596,200.5,26.1,1955.3,24.488,1424.6,24.7,346.7,26.9,193,25.35,7.5,0.75,Aw,A,WSA,2.2,132.226,4
Australia,AU-LRS,Lansdown Research Station,0.59,0.59,0.494,0.096,0.8365,0.1625,1985,5,-18.75,146.25,,,596,99,23.5,1955.3,24.488,1424.6,24.7,200.5,26.1,106.9,23.11,-7.9,0.39,Aw,A,WSA,2.2,132.226,4
Australia,AU-LRS,Lansdown Research Station,1.634333,1.634333,1.079333,0.554666,0.686333,0.312666,1985,7,-18.75,146.25,,,596,14.1,18.8,1955.3,24.488,1424.6,24.7,31.4,19.9,32.52,19.99,-18.42,-1.19,Aw,A,WSA,1.8,132.226,4
Australia,AU-LRS,Lansdown Research Station,0.621,0.621,0.509,0.1115,0.8205,0.1785,1985,8,-18.75,146.25,,,596,9.9,21.6,1955.3,24.488,1424.6,24.7,14.1,18.8,35.3,20.98,-25.4,0.62,Aw,A,WSA,1.5,132.226,4
Australia,AU-LRS,Lansdown Research Station,1.017,1.017,0.655,0.362,0.644,0.355,1985,10,-18.75,146.25,,,596,81.7,24.9,1955.3,24.488,1424.6,24.7,7.6,22.4,43.66,24.82,38.04,0.08,Aw,A,WSA,1.7,132.226,4
Australia,AU-LRS,Lansdown Research Station,0.2865,0.2865,0.212,0.0735,0.741,0.258,1985,11,-18.75,146.25,,,596,191.1,26.6,1955.3,24.488,1424.6,24.7,81.7,24.9,104.74,26.34,86.36,0.26,Aw,A,WSA,1.7,132.226,4
Australia,AU-LRS,Lansdown Research Station,0.6955,0.6955,0.3935,0.3015,0.6615,0.3375,1986,1,-18.75,146.25,,,596,452,28.2,1955.3,24.488,1574.8,25.3,38,28.8,354.7,27.69,97.3,0.51,Aw,A,WSA,1.7,132.226,4
Australia,AU-LRS,Lansdown Research Station,0.204,0.204,0.162,0.042,0.794,0.205,1986,2,-18.75,146.25,,,596,263.9,28.3,1955.3,24.488,1574.8,25.3,452,28.2,463.36,27.58,-199.46,0.72,Aw,A,WSA,2.4,132.226,4
Australia,AU-LRS,Lansdown Research Station,0.353,0.353,0.232,0.121,0.657,0.342,1986,4,-18.75,146.25,,,596,139.6,25.9,1955.3,24.488,1574.8,25.3,126.9,27.3,193,25.35,-53.4,0.55,Aw,A,WSA,2.2,132.226,4
Australia,AU-SRT,Salinity research Tatura,1.883,1.883,1.2755,0.6065,0.6765,0.3225,1986,1,-36.25,145.25,21.075,,594,1.6,20,467.904,15.312,467.2,14.59,84.2,19.4,33.39,22.63,-31.79,-2.63,Cfa,C,CRO,1.6,18.611,4
Australia,AU-SRT,Salinity research Tatura,1.88825,1.88825,1.2825,0.60525,0.67625,0.32275,1986,2,-36.25,145.25,21.06625,,594,10.9,20.8,467.904,15.312,467.2,14.59,1.6,20,27.92,22.32,-17.02,-1.52,Cfa,C,CRO,1.899,18.611,4
Australia,AU-SRT,Salinity research Tatura,2.191,2.191,1.557,0.633,0.71,0.289,1986,3,-36.25,145.25,22.805,,594,0.2,21.4,467.904,15.312,467.2,14.59,10.9,20.8,31.66,19.52,-31.46,1.88,Cfa,C,CRO,2.299,18.611,4
Australia,AU-WSF,Wombat State Forest,3.026,3.137,0.95,2.187,0.302,0.697,2010,8,-37.25,144.25,5.58,37.826,10023,146.4,6.8,781.539,13.036,1116.1,12.98,99.5,6.6,92.54,7.78,53.86,-0.98,Cfb,C,WSA,1.3,92.694,4
Australia,AU-WSF,Wombat State Forest,5.753,5.964,2.207,3.757,0.37,0.629,2010,9,-37.25,144.25,6.847,35.146,10023,107,8.5,781.539,13.036,1116.1,12.98,146.4,6.8,80.39,9.79,26.61,-1.29,Cfb,C,WSA,1.899,92.694,4
Australia,AU-WSF,Wombat State Forest,5.779,5.991,2.205,3.786,0.368,0.631,2010,10,-37.25,144.25,11.827,32.913,10023,134.9,12.4,781.539,13.036,1116.1,12.98,107,8.5,71.55,12.34,63.35,0.06,Cfb,C,WSA,2.299,92.694,4
Australia,AU-WSF,Wombat State Forest,6.506,6.745,2.096,4.649,0.31,0.689,2010,11,-37.25,144.25,13.004,28.88,10023,136.7,15.3,781.539,13.036,1116.1,12.98,134.9,12.4,55.78,15.26,80.92,0.04,Cfb,C,WSA,2.1,92.694,4
Australia,AU-WSF,Wombat State Forest,6.195,6.423,2.227,4.196,0.346,0.653,2010,12,-37.25,144.25,13.909,29.132,10023,71.2,16.9,781.539,13.036,1116.1,12.98,136.7,15.3,50.94,17.6,20.26,-0.7,Cfb,C,WSA,1.7,92.694,4
Australia,AU-WSF,Wombat State Forest,5.701,5.91,3.432,2.478,0.58,0.419,2011,1,-37.25,144.25,15.811,18.786,10023,203.7,19.5,781.539,13.036,1036.1,13.04,71.2,16.9,45.09,19.48,158.61,0.02,Cfb,C,WSA,1.3,92.694,4
Australia,AU-WSF,Wombat State Forest,5.442,5.642,3.804,1.838,0.674,0.325,2011,2,-37.25,144.25,20.156,20.833,10023,107.8,18.7,781.539,13.036,1036.1,13.04,203.7,19.5,38.7,19.77,69.1,-1.07,Cfb,C,WSA,1.5,92.694,4
Australia,AU-WSF,Wombat State Forest,4.22,4.375,2.516,1.859,0.575,0.424,2011,3,-37.25,144.25,13.278,23.803,10023,42.8,15.9,781.539,13.036,1036.1,13.04,107.8,18.7,41.57,17.08,1.23,-1.18,Cfb,C,WSA,1.8,92.694,4
Australia,AU-WSF,Wombat State Forest,3.909,4.052,2.272,1.78,0.56,0.439,2011,4,-37.25,144.25,11.193,26.754,10023,63.9,12.8,781.539,13.036,1036.1,13.04,42.8,15.9,52.78,13.16,11.12,-0.36,Cfb,C,WSA,1.7,92.694,4
Australia,AU-WSF,Wombat State Forest,3.701,3.837,1.521,2.316,0.396,0.603,2011,5,-37.25,144.25,7.572,37.811,10023,76.9,8.8,781.539,13.036,1036.1,13.04,63.9,12.8,77.21,9.9,-0.31,-1.1,Cfb,C,WSA,1.7,92.694,4
Australia,AU-WSF,Wombat State Forest,3.26,3.379,1.465,1.914,0.433,0.566,2011,6,-37.25,144.25,7.3,36.935,10023,85.8,7.9,781.539,13.036,1036.1,13.04,76.9,8.8,84.8,7.48,1,0.42,Cfb,C,WSA,1.6,92.694,4
Australia,AU-WSF,Wombat State Forest,3.338,3.46,1.249,2.211,0.36,0.639,2011,7,-37.25,144.25,6.667,41.906,10023,105.9,7,781.539,13.036,1036.1,13.04,85.8,7.9,90.2,6.79,15.7,0.21,Cfb,C,WSA,1.399,92.694,4
Australia,AU-WSF,Wombat State Forest,3.779,3.918,1.568,2.35,0.4,0.599,2011,8,-37.25,144.25,7.753,39.902,10023,84,8.7,781.539,13.036,1036.1,13.04,105.9,7,92.54,7.78,-8.54,0.92,Cfb,C,WSA,1.3,92.694,4
Australia,AU-WSF,Wombat State Forest,4.169,4.322,1.54,2.782,0.356,0.643,2011,9,-37.25,144.25,7.391,31.812,10023,91.9,10.1,781.539,13.036,1036.1,13.04,84,8.7,80.39,9.79,11.51,0.31,Cfb,C,WSA,1.899,92.694,4
Australia,AU-WSF,Wombat State Forest,4.039,4.187,1.698,2.489,0.405,0.594,2011,10,-37.25,144.25,9.835,34.312,10023,56.9,12.8,781.539,13.036,1036.1,13.04,91.9,10.1,71.55,12.34,-14.65,0.46,Cfb,C,WSA,2.299,92.694,4
Australia,AU-WSF,Wombat State Forest,5.156,5.345,2.259,3.086,0.422,0.577,2011,11,-37.25,144.25,13.366,28.702,10023,62,16.6,781.539,13.036,1036.1,13.04,56.9,12.8,55.78,15.26,6.22,1.34,Cfb,C,WSA,2.1,92.694,4
Australia,AU-WSF,Wombat State Forest,5.104,5.291,2.766,2.525,0.522,0.477,2011,12,-37.25,144.25,14.543,26.93,10023,54.5,17.7,781.539,13.036,1036.1,13.04,62,16.6,50.94,17.6,3.56,0.1,Cfb,C,WSA,1.7,92.694,4
Australia,AU-WSF,Wombat State Forest,4.37,4.53,2.326,2.204,0.513,0.486,2012,1,-37.25,144.25,18.889,12.315,10023,28.5,19.7,781.539,13.036,834,12.95,54.5,17.7,45.09,19.48,-16.59,0.22,Cfb,C,WSA,1.3,92.694,4
Australia,AU-WSF,Wombat State Forest,4.74,4.914,3.456,1.458,0.703,0.296,2012,2,-37.25,144.25,16.173,17.29,10023,116.6,19.4,781.539,13.036,834,12.95,28.5,19.7,38.7,19.77,77.9,-0.37,Cfb,C,WSA,1.5,92.694,4
Australia,AU-WSF,Wombat State Forest,6.299,6.53,3.778,2.752,0.578,0.421,2012,3,-37.25,144.25,15.539,20.685,10023,87.2,15.6,781.539,13.036,834,12.95,116.6,19.4,41.57,17.08,45.63,-1.48,Cfb,C,WSA,1.8,92.694,4
Austria,AT-MWA,Mountain in western Austria,1.311,1.359,0.954,0.405,0.702,0.297,2005,5,47.75,11.75,6.986,61.197,5114,127,11.6,1391.359,8.363,1380.5,7.34,96.3,7.5,135.9,11.8,-8.9,-0.2,Cfb,C,ENF,3.4,40.307,6
Austria,AT-MWA,Mountain in western Austria,1.484,1.538,0.904,0.634,0.6055,0.3935,2005,6,47.75,11.75,9.521,57.551,5114,210.4,15,1391.359,8.363,1380.5,7.34,127,11.6,178.35,15.01,32.05,-0.01,Cfb,C,ENF,3.7,40.307,6
Austria,AT-MWA,Mountain in western Austria,1.521,1.576,0.876,0.7,0.556,0.443,2005,7,47.75,11.75,9.988,,5114,197.6,16,1391.359,8.363,1380.5,7.34,210.4,15,181.39,16.92,16.21,-0.92,Cfb,C,ENF,3.7,40.307,6
Austria,AT-MWA,Mountain in western Austria,1.791,1.8565,1.1165,0.74,0.601,0.398,2005,8,47.75,11.75,12.154,52.048,5114,142.5,14.1,1391.359,8.363,1380.5,7.34,197.6,16,169.05,16.56,-26.55,-2.46,Cfb,C,ENF,3.6,40.307,6
Austria,AT-MWA,Mountain in western Austria,1.8565,1.9245,0.6695,1.255,0.346,0.653,2005,9,47.75,11.75,12.4575,48.948,5114,142.2,13.9,1391.359,8.363,1380.5,7.34,142.5,14.1,144.5,13.49,-2.3,0.41,Cfb,C,ENF,3.9,40.307,6
Austria,AT-MWA,Mountain in western Austria,1.6205,1.6795,0.9545,0.725,0.571,0.428,2005,10,47.75,11.75,11.383,39.8,5114,69.5,9.8,1391.359,8.363,1380.5,7.34,142.2,13.9,86.12,9.22,-16.62,0.58,Cfb,C,ENF,1.8,40.307,6
Austria,AT-MWA,Mountain in western Austria,1.19,1.233,0.988,0.245,0.764,0.235,2005,11,47.75,11.75,7.601,42.058,5114,66.3,3.1,1391.359,8.363,1380.5,7.34,69.5,9.8,74.45,4.53,-8.15,-1.43,Cfb,C,ENF,1.3,40.307,6
Austria,AT-MWA,Mountain in western Austria,0.634,0.657,0.467,0.19,0.71,0.289,2005,12,47.75,11.75,4.83,44.038,5114,51.4,-1,1391.359,8.363,1380.5,7.34,66.3,3.1,85.05,0.99,-33.65,-1.99,Cfb,C,ENF,1.5,40.307,6
Austria,AT-MWA,Mountain in western Austria,1.228,1.2725,0.89,0.3825,0.727,0.272,2006,5,47.75,11.75,8.0695,57.8575,5114,143.7,11.1,1391.359,8.363,1384.7,8.17,159.1,7,135.9,11.8,7.8,-0.7,Cfb,C,ENF,3.4,40.307,6
Austria,AT-MWA,Mountain in western Austria,1.9775,2.05,1.389,0.661,0.676,0.323,2006,6,47.75,11.75,11.377,55.9065,5114,173.5,15.1,1391.359,8.363,1384.7,8.17,143.7,11.1,178.35,15.01,-4.85,0.09,Cfb,C,ENF,3.7,40.307,6
Austria,AT-MWA,Mountain in western Austria,2.442,2.531,1.4005,1.1305,0.5605,0.4385,2006,7,47.75,11.75,13.7635,47.464,5114,99,19.9,1391.359,8.363,1384.7,8.17,173.5,15.1,181.39,16.92,-82.39,2.98,Cfb,C,ENF,3.7,40.307,6
Austria,AT-MWA,Mountain in western Austria,2.698,2.797,1.443,1.354,0.515,0.484,2006,8,47.75,11.75,13.926,41.629,5114,250.2,13,1391.359,8.363,1384.7,8.17,99,19.9,169.05,16.56,81.15,-3.56,Cfb,C,ENF,3.6,40.307,6
Austria,AT-MWA,Mountain in western Austria,1.8255,1.8925,0.65,1.2425,0.322,0.677,2006,9,47.75,11.75,11.323,49.368,5114,99.4,16,1391.359,8.363,1384.7,8.17,250.2,13,144.5,13.49,-45.1,2.51,Cfb,C,ENF,3.9,40.307,6
Austria,AT-MWA,Mountain in western Austria,1.7875,1.853,0.7805,1.0725,0.42,0.579,2006,10,47.75,11.75,12.245,45.5335,5114,85.9,11.2,1391.359,8.363,1384.7,8.17,99.4,16,86.12,9.22,-0.22,1.98,Cfb,C,ENF,1.8,40.307,6
Austria,AT-MWA,Mountain in western Austria,1.4275,1.4795,1.0845,0.395,0.7325,0.2665,2006,11,47.75,11.75,9.584,46.301,5114,84.5,6,1391.359,8.363,1384.7,8.17,85.9,11.2,74.45,4.53,10.05,1.47,Cfb,C,ENF,1.3,40.307,6
Austria,AT-MWA,Mountain in western Austria,0.82,0.8495,0.7745,0.075,0.9135,0.0855,2006,12,47.75,11.75,3.9475,54.337,5114,55.5,2.8,1391.359,8.363,1384.7,8.17,84.5,6,85.05,0.99,-29.55,1.81,Cfb,C,ENF,1.5,40.307,6
Belgium,BE-LON,Lonz_e,1.884142,1.884142,1.218285,0.665857,0.638714,0.360285,2006,6,50.75,-3.25,,,6029,45.3,15.3,859.735,9.392,779.8,10.41,93.9,11.2,52.59,13.49,-7.29,1.81,Cfb,C,GRA,2.5,5.883,3
Belgium,BE-LON,Lonz_e,2.057,2.057,1.571666,0.485333,0.766666,0.232333,2006,7,50.75,-3.25,,,6029,23.4,18.4,859.735,9.392,779.8,10.41,45.3,15.3,57.59,15.32,-34.19,3.08,Cfb,C,GRA,2.2,5.883,3
Belgium,BE-LON,Lonz_e,1.281,1.281,1.028,0.253,0.802,0.197,2006,8,50.75,-3.25,,,6029,57.9,15.7,859.735,9.392,779.8,10.41,23.4,18.4,69.14,15.08,-11.24,0.62,Cfb,C,GRA,2.1,5.883,3
Belgium,BE-LON,Lonz_e,2.388666,2.388666,1.262,1.126666,0.600333,0.398666,2007,4,50.75,-3.25,,,6029,9.8,10.5,859.735,9.392,957.6,9.78,77.2,6.5,57.51,7.74,-47.71,2.76,Cfb,C,GRA,3.4,5.883,3
Belgium,BE-LON,Lonz_e,2.667833,2.667833,1.297,1.370833,0.484166,0.514833,2007,5,50.75,-3.25,,,6029,124,11.2,859.735,9.392,957.6,9.78,9.8,10.5,56.97,10.65,67.03,0.55,Cfb,C,GRA,3.5,5.883,3
Belgium,BE-LON,Lonz_e,2.471333,2.471333,1.601666,0.869666,0.653166,0.345833,2007,6,50.75,-3.25,,,6029,103.8,13.4,859.735,9.392,957.6,9.78,124,11.2,52.59,13.49,51.21,-0.09,Cfb,C,GRA,2.5,5.883,3
Belgium,BE-LON,Lonz_e,1.909,1.909,1.40925,0.49975,0.73975,0.25925,2007,7,50.75,-3.25,,,6029,117.5,13.4,859.735,9.392,957.6,9.78,103.8,13.4,57.59,15.32,59.91,-1.92,Cfb,C,GRA,2.2,5.883,3
Belgium,BE-LON,Lonz_e,2.563,2.563,1.986666,0.576333,0.773666,0.225333,2008,5,50.75,-3.25,,,6029,91.7,12.8,859.735,9.392,1016.3,9.37,60.5,6.9,56.97,10.65,34.73,2.15,Cfb,C,GRA,3.5,5.883,3
Belgium,BE-LON,Lonz_e,2.337,2.337,1.371,0.966,0.586,0.413,2008,6,50.75,-3.25,,,6029,26.6,13.8,859.735,9.392,1016.3,9.37,91.7,12.8,52.59,13.49,-25.99,0.31,Cfb,C,GRA,2.5,5.883,3
