Country,SiteID,SiteName,RS_Paper,RS_Norm,Rh,Ra_root,HC,RC,Measure_Year,Measure_Month,Latitude,Longitude,Avg_TS,Avg_SWC,StudyNumber,Pm,Tm,MAP,MAT,P_Annual,T_Annual,P_LastMonth,T_LastMonth,MAP_Month,MAT_Month,P_anomaly,T_anomaly,Climate_Koeppon,TopClimateType,IGBP,LAI,AGB,GSOC
Germany,DE-NEU,Neuglobsow,1.416,1.416,1.174,0.241,0.829,0.17,2008,11,53.25,13.25,6.778,,6504,38.1,4.8,594.969,8.174,601.4,9.23,72.9,8.7,44.86,3.72,-6.76,1.08,Cfb,C,MF,1.6,47.724,4
Germany,DE-NEU,Neuglobsow,1.141,1.141,0.96,0.18,0.841,0.158,2008,12,53.25,13.25,0.726,,6504,40,1.3,594.969,8.174,601.4,9.23,38.1,4.8,49,0.59,-9,0.71,Cfb,C,MF,0.6,47.724,4
Germany,DE-SCH,Schiefergebirge,8.006,8.006,5.16,2.846,0.6435,0.3555,2002,6,50.25,11.25,12.9665,,2788,68.9,16.8,833.109,7.847,936.4,8.47,62,13.3,80.88,15.24,-11.98,1.56,Cfb,C,MF,3.2,41.512,7
Germany,DE-SCH,Schiefergebirge,6.203,6.203,2.534,3.669,0.408,0.591,2002,7,50.25,11.25,11.679,,2788,41.6,17.1,833.109,7.847,936.4,8.47,68.9,16.8,79.2,17.08,-37.6,0.02,Cfb,C,MF,1.8,41.512,7
Germany,DE-SCH,Schiefergebirge,7.663,7.663,3.242,4.421,0.423,0.576,2002,8,50.25,11.25,14.833,,2788,120.1,17.7,833.109,7.847,936.4,8.47,41.6,17.1,71.87,16.64,48.23,1.06,Cfb,C,MF,2.4,41.512,7
Germany,DE-SCH,Schiefergebirge,5.689,5.689,2.114,3.575,0.371,0.628,2002,9,50.25,11.25,10.284,,2788,71.9,12.3,833.109,7.847,936.4,8.47,120.1,17.7,65.67,13.13,6.23,-0.83,Cfb,C,MF,1.6,41.512,7
Germany,DE-SCH,Schiefergebirge,2.399,2.399,1.646,0.753,0.686,0.313,2002,10,50.25,11.25,5.454,,2788,96.6,7.1,833.109,7.847,936.4,8.47,71.9,12.3,63.23,8.35,33.37,-1.25,Cfb,C,MF,0.9,41.512,7
Germany,DE-SOF,Solling Forest,42.11525,1.01025,0.5705,0.43925,0.565,0.435,2005,6,51.75,9.75,13.79525,,5831,75.3,14.6,947.848,8.2,1057,8.52,88,11.5,83.29,14.91,-7.99,-0.31,Cfb,C,MF,4.099,13.153,4
Germany,DE-SOF,Solling Forest,56.27225,1.35,0.7625,0.58725,0.565,0.435,2005,7,51.75,9.75,14.32475,,5831,125.8,17.1,947.848,8.2,1057,8.52,75.3,14.6,90.07,16.65,35.73,0.45,Cfb,C,MF,3.9,13.153,4
Germany,DE-SOF,Solling Forest,74.93125,1.79775,1.0155,0.78175,0.565,0.435,2005,8,51.75,9.75,16.4555,,5831,125.6,14.8,947.848,8.2,1057,8.52,125.8,17.1,89.83,16.29,35.77,-1.49,Cfb,C,MF,3.299,13.153,4
Germany,DE-SOF,Solling Forest,58.6615,1.4075,0.795,0.612,0.565,0.435,2005,9,51.75,9.75,11.3265,,5831,76.2,14.7,947.848,8.2,1057,8.52,125.6,14.8,72.51,13.08,3.69,1.62,Cfb,C,MF,2.5,13.153,4
Germany,DE-SOF,Solling Forest,65.961,1.5825,0.894,0.688,0.565,0.435,2005,10,51.75,9.75,12.7115,,5831,31.9,11,947.848,8.2,1057,8.52,76.2,14.7,75.34,8.76,-43.44,2.24,Cfb,C,MF,1.399,13.153,4
Germany,DE-SOF,Solling Forest,21.9415,0.526,0.29675,0.22825,0.565,0.435,2005,11,51.75,9.75,3.526,,5831,134.5,4.1,947.848,8.2,1057,8.52,31.9,11,86.62,4.04,47.88,0.06,Cfb,C,MF,1.1,13.153,4
Germany,DE-SOF,Solling Forest,19.3235,0.46325,0.2615,0.201,0.565,0.435,2006,3,51.75,9.75,1.718,,5831,78.1,0.7,947.848,8.2,925.8,8.9,108.3,-0.9,62.96,3.55,15.14,-2.85,Cfb,C,MF,1.1,13.153,4
Germany,DE-SOF,Solling Forest,36.911,0.88525,0.5,0.38475,0.565,0.435,2006,4,51.75,9.75,12.401,,5831,72.7,7.2,947.848,8.2,925.8,8.9,78.1,0.7,62.19,7.7,10.51,-0.5,Cfb,C,MF,3.2,13.153,4
Germany,DE-SOF,Solling Forest,42.497,1.0195,0.57575,0.44325,0.565,0.435,2006,5,51.75,9.75,6.5925,,5831,112.5,12.3,947.848,8.2,925.8,8.9,72.7,7.2,74.99,12.13,37.51,0.17,Cfb,C,MF,4.599,13.153,4
Germany,DE-SOF,Solling Forest,67.79925,1.62675,0.91875,0.70725,0.565,0.435,2006,6,51.75,9.75,14.447,,5831,50.8,15.6,947.848,8.2,925.8,8.9,112.5,12.3,83.29,14.91,-32.49,0.69,Cfb,C,MF,4.099,13.153,4
Germany,DE-SOF,Solling Forest,50.7775,1.218,0.68825,0.52975,0.565,0.435,2006,7,51.75,9.75,19.53775,,5831,65.1,20.7,947.848,8.2,925.8,8.9,50.8,15.6,90.07,16.65,-24.97,4.05,Cfb,C,MF,3.9,13.153,4
Germany,DE-SPP,Schl_ppnerbrunnen,0.785,0.785,0.704,0.081,0.896,0.103,2008,11,50.25,11.75,6.047,,6575,38.3,2.7,738.281,6.609,749.4,7.32,65.6,6.7,58.28,1.99,-19.98,0.71,Cfb,C,CVM,1.399,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,0.271,0.271,0.257,0.014,0.948,0.051,2008,12,50.25,11.75,1.884,,6575,54,-1,738.281,6.609,749.4,7.32,38.3,2.7,65.54,-1.52,-11.54,0.52,Cfb,C,CVM,0.8,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,0.05,0.05,0.04,0.01,0.8,0.2,2009,1,50.25,11.75,0.73,,6575,42.6,-5.6,738.281,6.609,795.1,6.95,54,-1,61.29,-2.66,-18.69,-2.94,Cfb,C,CVM,0.4,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,0.24,0.24,0.228,0.012,0.95,0.049,2009,2,50.25,11.75,0.847,,6575,55.5,-2.2,738.281,6.609,795.1,6.95,42.6,-5.6,45.27,-1.75,10.23,-0.45,Cfb,C,CVM,0.4,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,0.078,0.078,0.067,0.011,0.858,0.141,2009,3,50.25,11.75,0.619,,6575,62.3,1.8,738.281,6.609,795.1,6.95,55.5,-2.2,50.69,1.75,11.61,0.05,Cfb,C,CVM,0.699,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,1.046,1.046,0.434,0.612,0.414,0.585,2009,4,50.25,11.75,2.414,,6575,75.3,10.3,738.281,6.609,795.1,6.95,62.3,1.8,51.53,6.21,23.77,4.09,Cfb,C,CVM,1.7,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,1.348666,1.348666,0.684,0.664666,0.503666,0.495333,2009,5,50.25,11.75,8.357666,,6575,79.8,11.8,738.281,6.609,795.1,6.95,75.3,10.3,67.2,10.93,12.6,0.87,Cfb,C,CVM,3.2,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,1.601,1.601,1.036,0.565,0.647,0.352,2009,6,50.25,11.75,9.595,,6575,71.7,13.1,738.281,6.609,795.1,6.95,79.8,11.8,75.48,14.1,-3.78,-1,Cfb,C,CVM,3.299,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,1.885333,1.885333,1.344666,0.540666,0.72,0.279,2009,7,50.25,11.75,11.448666,,6575,101.1,15.9,738.281,6.609,795.1,6.95,71.7,13.1,82.06,15.79,19.04,0.11,Cfb,C,CVM,1.2,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,3.1415,3.1415,2.0635,1.078,0.662,0.337,2009,8,50.25,11.75,10.7285,,6575,40,16.8,738.281,6.609,795.1,6.95,101.1,15.9,70.95,15.43,-30.95,1.37,Cfb,C,CVM,1.399,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,0.897,0.897,0.729,0.168,0.812,0.187,2009,9,50.25,11.75,9.891,,6575,41,13,738.281,6.609,795.1,6.95,40,16.8,58.94,11.85,-17.94,1.15,Cfb,C,CVM,1.5,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,0.7485,0.7485,0.4355,0.313,0.598,0.401,2009,10,50.25,11.75,6.0455,,6575,65.7,5.9,738.281,6.609,795.1,6.95,41,13,51.06,7.16,14.64,-1.26,Cfb,C,CVM,1.5,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,0.529,0.529,0.48,0.049,0.907,0.092,2009,11,50.25,11.75,5.383,,6575,76.3,4.7,738.281,6.609,795.1,6.95,65.7,5.9,58.28,1.99,18.02,2.71,Cfb,C,CVM,1.399,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,0.249,0.249,0.24,0.009,0.963,0.036,2009,12,50.25,11.75,1.913,,6575,83.8,-2.1,738.281,6.609,795.1,6.95,76.3,4.7,65.54,-1.52,18.26,-0.58,Cfb,C,CVM,0.8,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,0.205,0.205,0.143,0.062,0.697,0.302,2010,1,50.25,11.75,0.932,,6575,53.5,-5.8,738.281,6.609,850.7,5.64,83.8,-2.1,61.29,-2.66,-7.79,-3.14,Cfb,C,CVM,0.4,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,0.263,0.263,0.217,0.046,0.825,0.174,2010,2,50.25,11.75,0.819,,6575,36.2,-3.1,738.281,6.609,850.7,5.64,53.5,-5.8,45.27,-1.75,-9.07,-1.35,Cfb,C,CVM,0.4,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,0.299,0.299,0.2615,0.0375,0.9145,0.0845,2010,3,50.25,11.75,1.284,,6575,48.6,1.5,738.281,6.609,850.7,5.64,36.2,-3.1,50.69,1.75,-2.09,-0.25,Cfb,C,CVM,0.699,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,0.467,0.467,0.261,0.206,0.558,0.441,2010,4,50.25,11.75,3.254,,6575,28.7,6.5,738.281,6.609,850.7,5.64,48.6,1.5,51.53,6.21,-22.83,0.29,Cfb,C,CVM,1.7,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,0.828666,0.828666,0.560333,0.268333,0.695,0.304,2010,5,50.25,11.75,6.863333,,6575,87.8,9,738.281,6.609,850.7,5.64,28.7,6.5,67.2,10.93,20.6,-1.93,Cfb,C,CVM,3.2,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,2.0875,2.0875,1.695,0.3925,0.7965,0.2025,2010,6,50.25,11.75,10.0295,,6575,56.1,14.9,738.281,6.609,850.7,5.64,87.8,9,75.48,14.1,-19.38,0.8,Cfb,C,CVM,3.299,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,2.666,2.666,2.1915,0.4745,0.7715,0.2275,2010,7,50.25,11.75,11.2755,,6575,104,18.6,738.281,6.609,850.7,5.64,56.1,14.9,82.06,15.79,21.94,2.81,Cfb,C,CVM,1.2,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,1.3605,1.3605,1.04,0.3205,0.7635,0.2355,2010,8,50.25,11.75,11.0465,,6575,148.1,14.5,738.281,6.609,850.7,5.64,104,18.6,70.95,15.43,77.15,-0.93,Cfb,C,CVM,1.399,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,1.1025,1.1025,0.791,0.3115,0.735,0.264,2010,9,50.25,11.75,8.821,,6575,61.3,9.9,738.281,6.609,850.7,5.64,148.1,14.5,58.94,11.85,2.36,-1.95,Cfb,C,CVM,1.5,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,0.581,0.581,0.351,0.23,0.604,0.395,2010,10,50.25,11.75,4.947,,6575,26.3,5.2,738.281,6.609,850.7,5.64,61.3,9.9,51.06,7.16,-24.76,-1.96,Cfb,C,CVM,1.5,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,0.492,0.492,0.484,0.008,0.983,0.016,2010,11,50.25,11.75,5.411,,6575,109.1,2.9,738.281,6.609,850.7,5.64,26.3,5.2,58.28,1.99,50.82,0.91,Cfb,C,CVM,1.399,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,0.184,0.184,0.132,0.052,0.717,0.282,2010,12,50.25,11.75,2.057,,6575,91,-6.4,738.281,6.609,850.7,5.64,109.1,2.9,65.54,-1.52,25.46,-4.88,Cfb,C,CVM,0.8,28.639,4
Germany,DE-SPP,Schl_ppnerbrunnen,0.14,0.14,0.11,0.03,0.785,0.214,2011,1,50.25,11.75,1.424,,6575,60.3,-1.6,738.281,6.609,640.1,8.03,91,-6.4,61.29,-2.66,-0.99,1.06,Cfb,C,CVM,0.4,28.639,4
India,IN-KAI,Kailalhan,42.113,0.275,0.182,0.093,0.661,0.338,1989,1,29.25,79.25,10.174,20.174,961,91.3,13,1583.852,24.109,1522.9,23.33,32.8,18.1,38,16.09,53.3,-3.09,Cwa,C,WSA,1.2,75.938,4
India,IN-KAI,Kailalhan,57.097,0.372,0.258,0.114,0.694,0.305,1989,2,29.25,79.25,11.512,22.371,961,12.3,16.6,1583.852,24.109,1522.9,23.33,91.3,13,40.15,17.58,-27.85,-0.98,Cwa,C,WSA,1.1,75.938,4
India,IN-KAI,Kailalhan,79.161,0.517,0.368,0.149,0.711,0.288,1989,3,29.25,79.25,16.453,19.244,961,25.5,21,1583.852,24.109,1522.9,23.33,12.3,16.6,29.17,21.82,-3.67,-0.82,Cwa,C,WSA,1,75.938,4
India,IN-KAI,Kailalhan,99.1,0.647,0.464,0.183,0.717,0.282,1989,4,29.25,79.25,20.64,17.384,961,0,26.1,1583.852,24.109,1522.9,23.33,25.5,21,14.96,26.72,-14.96,-0.62,Cwa,C,WSA,1.2,75.938,4
India,IN-KAI,Kailalhan,104.85,0.684,0.487,0.197,0.712,0.287,1989,5,29.25,79.25,22.733,21.802,961,19.8,29.4,1583.852,24.109,1522.9,23.33,0,26.1,38,29.3,-18.2,0.1,Cwa,C,WSA,1.7,75.938,4
India,IN-KAI,Kailalhan,125.738,0.821,0.609,0.212,0.741,0.258,1989,6,29.25,79.25,23.43,26.919,961,198.3,29.5,1583.852,24.109,1522.9,23.33,19.8,29.4,182.73,29.98,15.57,-0.48,Cwa,C,WSA,2.1,75.938,4
India,IN-KAI,Kailalhan,140.944,0.92,0.686,0.234,0.745,0.254,1989,7,29.25,79.25,20.174,28.547,961,464.9,28.5,1583.852,24.109,1522.9,23.33,198.3,29.5,482.36,28.47,-17.46,0.03,Cwa,C,WSA,2,75.938,4
India,IN-KAI,Kailalhan,147.641,0.964,0.722,0.242,0.749,0.25,1989,8,29.25,79.25,20.17,30.871,961,421.2,27.2,1583.852,24.109,1522.9,23.33,464.9,28.5,441.98,27.96,-20.78,-0.76,Cwa,C,WSA,1.899,75.938,4
India,IN-KAI,Kailalhan,161.908,1.057,0.795,0.262,0.752,0.247,1989,9,29.25,79.25,18.314,31.802,961,239.5,26.6,1583.852,24.109,1522.9,23.33,421.2,27.2,254.08,27.25,-14.58,-0.65,Cwa,C,WSA,3.799,75.938,4
India,IN-KAI,Kailalhan,102.389,0.668,0.497,0.171,0.744,0.255,1989,10,29.25,79.25,19.244,11.802,961,14.3,25,1583.852,24.109,1522.9,23.33,239.5,26.6,45.49,24.94,-31.19,0.06,Cwa,C,WSA,3,75.938,4
India,IN-KAI,Kailalhan,64.861,0.423,0.295,0.128,0.697,0.302,1989,11,29.25,79.25,12.791,9.767,961,27.2,20.4,1583.852,24.109,1522.9,23.33,14.3,25,5.12,21.2,22.08,-0.8,Cwa,C,WSA,1.899,75.938,4
India,IN-KAI,Kailalhan,34.434,0.224,0.163,0.061,0.728,0.271,1989,12,29.25,79.25,8.779,15.058,961,8.6,16.6,1583.852,24.109,1522.9,23.33,27.2,20.4,11.82,17.98,-3.22,-1.38,Cwa,C,WSA,1.3,75.938,4
India,IN-SPU,Sambalpur University,349.75,2.28865,1.13275,1.1555,0.495,0.505,1988,9,21.75,83.75,,,586,195.7,28.6,1516.548,26.762,1269.5,26.9,460.4,28,255.94,27.88,-60.24,0.72,Aw,A,CRO,3.6,33.11,4
Ireland,IE-DOO,Dooary,38.535,0.918333,0.280333,0.638,0.317,0.682,2003,1,52.75,-7.25,6.584666,45.704,3561,77.8,5.1,908.291,9.542,843.2,10.03,94.3,6.4,92.7,4.9,-14.9,0.2,Cfb,C,GRA,1.399,5.999,3
Ireland,IE-DOO,Dooary,45.9655,1.0955,0.6275,0.46775,0.56425,0.43475,2003,2,52.75,-7.25,4.884,39.0945,3561,56.7,5.3,908.291,9.542,843.2,10.03,77.8,5.1,66.83,5.14,-10.13,0.16,Cfb,C,GRA,1.399,5.999,3
Ireland,IE-DOO,Dooary,62.33175,1.486,0.84125,0.644,0.55675,0.44225,2003,3,52.75,-7.25,6.51825,36.4325,3561,56.5,7.5,908.291,9.542,843.2,10.03,56.7,5.3,66.14,6.54,-9.64,0.96,Cfb,C,GRA,2.6,5.999,3
Ireland,IE-DOO,Dooary,47.519,1.1325,0.6775,0.4545,0.597,0.402,2003,4,52.75,-7.25,6.5915,27.8875,3561,78.1,9.4,908.291,9.542,843.2,10.03,56.5,7.5,56.34,8.18,21.76,1.22,Cfb,C,GRA,2.299,5.999,3
Ireland,IE-DOO,Dooary,112.757,2.6885,1.453,1.2345,0.539,0.46,2003,5,52.75,-7.25,10.4165,37.0305,3561,85.6,10.6,908.291,9.542,843.2,10.03,78.1,9.4,66.02,10.7,19.58,-0.1,Cfb,C,GRA,3.4,5.999,3
Ireland,IE-DOO,Dooary,94.999166,2.264833,1.018833,1.2455,0.446666,0.552333,2003,6,52.75,-7.25,12.1075,31.456333,3561,106,13.8,908.291,9.542,843.2,10.03,85.6,10.6,64.26,13.36,41.74,0.44,Cfb,C,GRA,2.2,5.999,3
Ireland,IE-DOO,Dooary,154.244,3.6775,2.22425,1.45275,0.606,0.393,2003,7,52.75,-7.25,12.67475,43.136,3561,77,15.8,908.291,9.542,843.2,10.03,106,13.8,67.61,15.28,9.39,0.52,Cfb,C,GRA,2.1,5.999,3
Ireland,IE-DOO,Dooary,141.2675,3.368,1.80125,1.56625,0.50275,0.49625,2003,8,52.75,-7.25,13.23525,33.887,3561,8.5,16.7,908.291,9.542,843.2,10.03,77,15.8,74.5,14.99,-66,1.71,Cfb,C,GRA,2.4,5.999,3
Ireland,IE-DOO,Dooary,101.462,2.419,0.78,1.639,0.311666,0.687333,2003,9,52.75,-7.25,12.855666,14.065666,3561,55.5,13.4,908.291,9.542,843.2,10.03,8.5,16.7,79.63,12.82,-24.13,0.58,Cfb,C,GRA,1.3,5.999,3
Ireland,IE-DOO,Dooary,70.2795,1.6755,0.83025,0.8445,0.48575,0.5135,2003,10,52.75,-7.25,10.12375,17.6905,3561,48.8,9.1,908.291,9.542,843.2,10.03,55.5,13.4,93.62,10.24,-44.82,-1.14,Cfb,C,GRA,1.3,5.999,3
Ireland,IE-DOO,Dooary,76.55175,1.825,0.72175,1.10275,0.3905,0.6085,2003,11,52.75,-7.25,11.02925,30.73775,3561,105.1,7.6,908.291,9.542,843.2,10.03,48.8,9.1,89.67,6.99,15.43,0.61,Cfb,C,GRA,1.399,5.999,3
Ireland,IE-DOO,Dooary,48.78,1.16275,0.3785,0.7835,0.34025,0.659,2003,12,52.75,-7.25,9.64075,37.44075,3561,87.6,6,908.291,9.542,843.2,10.03,105.1,7.6,90.96,5.37,-3.36,0.63,Cfb,C,GRA,1.6,5.999,3
Italy,IT-AMP,Amplero,89.299,0.244,0.188,0.055,0.772,0.227,2006,6,43.75,12.25,,,5354,26.3,16.8,1050.53,9.861,873.7,9.94,85.5,12.5,63.97,16.8,-37.67,0,Cfb,C,CRO,2,39.724,5
Italy,IT-AMP,Amplero,201.137666,4.779333,3.337,1.441666,0.682333,0.316666,2006,7,43.75,12.25,,,5354,29.5,20.4,1050.53,9.861,873.7,9.94,26.3,16.8,44.46,19.6,-14.96,0.8,Cfb,C,CRO,1.6,39.724,5
Italy,IT-AMP,Amplero,303.551,3.4885,2.216,1.2725,0.6325,0.3665,2006,8,43.75,12.25,,,5354,83.7,17.3,1050.53,9.861,873.7,9.94,29.5,20.4,48.71,19.52,34.99,-2.22,Cfb,C,CRO,1.3,39.724,5
Italy,IT-AMP,Amplero,480.505,4.314,2.253,2.06,0.522,0.477,2006,9,43.75,12.25,,,5354,116.2,16.8,1050.53,9.861,873.7,9.94,83.7,17.3,82.4,16.02,33.8,0.78,Cfb,C,CRO,1.2,39.724,5
Italy,IT-AMP,Amplero,560.5225,3.021,1.97,1.051,0.643,0.356,2006,10,43.75,12.25,,,5354,77,11.8,1050.53,9.861,873.7,9.94,116.2,16.8,121.58,10.89,-44.58,0.91,Cfb,C,CRO,1,39.724,5
Italy,IT-AMP,Amplero,115.6225,0.7195,0.4305,0.2885,0.6475,0.3515,2007,5,43.75,12.25,,,5354,81.3,13.8,1050.53,9.861,824.8,10.51,38.4,11.1,94.59,12.38,-13.29,1.42,Cfb,C,CRO,2.799,39.724,5
Italy,IT-AMP,Amplero,210.72,5.688,4.385,1.302,0.77,0.229,2007,6,43.75,12.25,,,5354,39.5,17.8,1050.53,9.861,824.8,10.51,81.3,13.8,63.97,16.8,-24.47,1,Cfb,C,CRO,2,39.724,5
Italy,IT-AMP,Amplero,298.038,3.0985,2.318,0.7795,0.6165,0.3825,2007,7,43.75,12.25,,,5354,5.7,21.1,1050.53,9.861,824.8,10.51,39.5,17.8,44.46,19.6,-38.76,1.5,Cfb,C,CRO,1.6,39.724,5
Italy,IT-AMP,Amplero,356.48,1.5025,1.1355,0.367,0.742,0.257,2007,8,43.75,12.25,,,5354,56.3,19.1,1050.53,9.861,824.8,10.51,5.7,21.1,48.71,19.52,7.59,-0.42,Cfb,C,CRO,1.3,39.724,5
Italy,IT-AMP,Amplero,409.07,2.378,1.554,0.823,0.653,0.346,2007,9,43.75,12.25,,,5354,76,14.5,1050.53,9.861,824.8,10.51,56.3,19.1,82.4,16.02,-6.4,-1.52,Cfb,C,CRO,1.2,39.724,5
Italy,IT-AMP,Amplero,510.217,2.298,2.003,0.295,0.871,0.128,2007,10,43.75,12.25,,,5354,112,9.8,1050.53,9.861,824.8,10.51,76,14.5,121.58,10.89,-9.58,-1.09,Cfb,C,CRO,1,39.724,5
Italy,IT-AMP,Amplero,527.795,0.998,0.765,0.233,0.758,0.241,2007,11,43.75,12.25,,,5354,65.3,4.5,1050.53,9.861,824.8,10.51,112,9.8,129.76,6,-64.46,-1.5,Cfb,C,CRO,0.8,39.724,5
Italy,IT-AMP,Amplero,564.925,1.354,0.893,0.461,0.659,0.34,2007,12,43.75,12.25,,,5354,88.9,1.1,1050.53,9.861,824.8,10.51,65.3,4.5,109.23,1.85,-20.33,-0.75,Cfb,C,CRO,0.6,39.724,5
Italy,IT-BOL,Bolzano,0.294,0.304,0.242,0.062,0.793,0.206,2010,2,46.25,11.25,5.134,,10008,0,-3.2,988.794,6.741,948,6.21,0,-4.7,44.76,-1.7,-44.76,-1.5,Dfb,D,MF,0.699,58.958,5
Italy,IT-BOL,Bolzano,1.738,1.801,1.07,0.731,0.593,0.406,2010,3,46.25,11.25,9.509,,10008,30,1.7,988.794,6.741,948,6.21,0,-3.2,71.71,2.51,-41.71,-0.81,Dfb,D,MF,1.2,58.958,5
Italy,IT-BOL,Bolzano,2.12,2.198,1.155,1.043,0.525,0.474,2010,4,46.25,11.25,14.42,,10008,55.7,7.3,988.794,6.741,948,6.21,30,1.7,106.12,6.45,-50.42,0.85,Dfb,D,MF,3.5,58.958,5
Italy,IT-BOL,Bolzano,2.561,2.655,1.355,1.3,0.51,0.489,2010,5,46.25,11.25,18.347,,10008,135.4,9.7,988.794,6.741,948,6.21,55.7,7.3,107.09,10.41,28.31,-0.71,Dfb,D,MF,4.7,58.958,5
Italy,IT-BOL,Bolzano,3.116,3.23,1.558,1.672,0.482,0.517,2010,6,46.25,11.25,21.295,,10008,100.7,15.5,988.794,6.741,948,6.21,135.4,9.7,95.86,14.49,4.84,1.01,Dfb,D,MF,5.099,58.958,5
Italy,IT-BOL,Bolzano,5.236,5.428,2.119,3.309,0.39,0.609,2010,7,46.25,11.25,25.847,,10008,51.6,18.5,988.794,6.741,948,6.21,100.7,15.5,91.02,16.4,-39.42,2.1,Dfb,D,MF,4.8,58.958,5
Italy,IT-BOL,Bolzano,2.955,3.063,1.8,1.263,0.587,0.412,2010,8,46.25,11.25,23.17,,10008,158.9,15.3,988.794,6.741,948,6.21,51.6,18.5,92.53,15.9,66.37,-0.6,Dfb,D,MF,4.3,58.958,5
Italy,IT-BOL,Bolzano,1.833,1.9,1.6,0.3,0.841,0.158,2010,9,46.25,11.25,21.384,,10008,152.2,12,988.794,6.741,948,6.21,158.9,15.3,91.57,13.01,60.63,-1.01,Dfb,D,MF,3.299,58.958,5
Italy,IT-BOL,Bolzano,2.795,2.897,1.761,1.136,0.607,0.392,2010,10,46.25,11.25,17.188,,10008,86.6,5.3,988.794,6.741,948,6.21,152.2,12,100.02,6.87,-13.42,-1.57,Dfb,D,MF,2.1,58.958,5
Italy,IT-BOL,Bolzano,1.846,1.913,1.8,0.113,0.94,0.059,2010,11,46.25,11.25,11.652,,10008,126.9,1.6,988.794,6.741,948,6.21,86.6,5.3,92.79,1.84,34.11,-0.24,Dfb,D,MF,1.5,58.958,5
Italy,IT-BOL,Bolzano,1.534,1.59,0.962,0.628,0.604,0.395,2010,12,46.25,11.25,7.009,,10008,50,-4.5,988.794,6.741,948,6.21,126.9,1.6,48.25,-2.3,1.75,-2.2,Dfb,D,MF,0.4,58.958,5
Italy,IT-BOL,Bolzano,1.279,1.326,0.964,0.362,0.726,0.273,2011,2,46.25,11.25,7.366,,10008,17.6,-0.1,988.794,6.741,808.9,7.73,17.8,-3.2,44.76,-1.7,-27.16,1.6,Dfb,D,MF,0.699,58.958,5
Italy,IT-BOL,Bolzano,1.24,1.285,1.126,0.159,0.875,0.124,2011,3,46.25,11.25,9.509,,10008,52.7,3.2,988.794,6.741,808.9,7.73,17.6,-0.1,71.71,2.51,-19.01,0.69,Dfb,D,MF,1.2,58.958,5
Italy,IT-BOL,Bolzano,2.087,2.163,1.808,0.355,0.835,0.164,2011,4,46.25,11.25,16.116,,10008,69.7,9.2,988.794,6.741,808.9,7.73,52.7,3.2,106.12,6.45,-36.42,2.75,Dfb,D,MF,3.5,58.958,5
Italy,IT-BOL,Bolzano,2.933,3.04,1.049,1.991,0.344,0.655,2011,5,46.25,11.25,17.902,,10008,78,12.2,988.794,6.741,808.9,7.73,69.7,9.2,107.09,10.41,-29.09,1.79,Dfb,D,MF,4.7,58.958,5
Italy,IT-BOL,Bolzano,2.99,3.1,1.81,1.29,0.583,0.416,2011,6,46.25,11.25,20.67,,10008,134.9,14.5,988.794,6.741,808.9,7.73,78,12.2,95.86,14.49,39.04,0.01,Dfb,D,MF,5.099,58.958,5
Italy,IT-BOL,Bolzano,3.529,3.658,1.971,1.687,0.538,0.461,2011,7,46.25,11.25,23.705,,10008,110.3,15.2,988.794,6.741,808.9,7.73,134.9,14.5,91.02,16.4,19.28,-1.2,Dfb,D,MF,4.8,58.958,5
Italy,IT-BOL,Bolzano,3.144,3.259,1.891,1.368,0.58,0.419,2011,8,46.25,11.25,22.277,,10008,68.2,17.5,988.794,6.741,808.9,7.73,110.3,15.2,92.53,15.9,-24.33,1.6,Dfb,D,MF,4.3,58.958,5
Italy,IT-BOL,Bolzano,2.971,3.08,1.772,1.308,0.575,0.424,2011,9,46.25,11.25,23.705,,10008,99.9,15.4,988.794,6.741,808.9,7.73,68.2,17.5,91.57,13.01,8.33,2.39,Dfb,D,MF,3.299,58.958,5
